set_id,species,type1,type2,ability1,ability2,base_speed,item,nature,ev_spread,move1,move2,move3,move4,lv50_allowed,in_pool_battle50plus,lategame_trainer_count
833,Metagross,Steel,Psychic,Clear Body,None,70,Bright Powder,Hardy,SP_ATTACK|ATTACK,Meteor Mash,Psychic,Ice Punch,Thunder Punch,1,1,18
834,Metagross,Steel,Psychic,Clear Body,None,70,Shell Bell,Hardy,SP_ATTACK|ATTACK,Earthquake,Shadow Ball,Ice Punch,Thunder Punch,1,1,18
835,Metagross,Steel,Psychic,Clear Body,None,70,Quick Claw,Adamant,SPEED|ATTACK|HP,Meteor Mash,Earthquake,Brick Break,Explosion,1,1,18
836,Regirock,Rock,Rock,Clear Body,None,50,Quick Claw,Adamant,ATTACK|HP,Hyper Beam,Focus Punch,Rock Slide,Double Team,1,1,15
837,Regirock,Rock,Rock,Clear Body,None,50,Bright Powder,Adamant,SP_DEFENSE|HP,Swagger,Psych Up,Rock Slide,Explosion,1,1,15
838,Regice,Ice,Ice,Clear Body,None,50,Leftovers,Brave,SP_ATTACK|DEFENSE|HP,Earthquake,Ice Beam,Curse,Counter,1,1,15
839,Regice,Ice,Ice,Clear Body,None,50,Chesto Berry,Modest,SP_ATTACK|HP,Ice Beam,Thunderbolt,Sleep Talk,Rest,1,1,15
840,Registeel,Steel,Steel,Clear Body,None,50,Leftovers,Adamant,SP_DEFENSE|DEFENSE|HP,Focus Punch,Substitute,Toxic,Double Team,1,1,15
841,Registeel,Steel,Steel,Clear Body,None,50,White Herb,Adamant,SP_DEFENSE|DEFENSE|HP,Superpower,Aerial Ace,Swagger,Psych Up,1,1,15
842,Latias,Dragon,Psychic,Levitate,None,110,Bright Powder,Modest,SP_DEFENSE|DEFENSE|HP,Dragon Claw,Thunder Wave,Calm Mind,Recover,1,1,12
843,Latias,Dragon,Psychic,Levitate,None,110,Shell Bell,Modest,SP_ATTACK|HP,Mist Ball,Dragon Claw,Attract,Thunder Wave,1,1,13
844,Latias,Dragon,Psychic,Levitate,None,110,Leftovers,Adamant,DEFENSE|HP,Earthquake,Shadow Ball,Swagger,Psych Up,1,1,11
845,Latias,Dragon,Psychic,Levitate,None,110,Kings Rock,Docile,SP_ATTACK|SPEED|ATTACK,Psychic,Shadow Ball,Earthquake,Aerial Ace,1,1,11
846,Latios,Dragon,Psychic,Levitate,None,110,Bright Powder,Modest,SP_DEFENSE|DEFENSE|HP,Dragon Claw,Thunder Wave,Calm Mind,Recover,1,1,12
847,Latios,Dragon,Psychic,Levitate,None,110,Shell Bell,Docile,SP_ATTACK|ATTACK,Luster Purge,Shadow Ball,Dragon Claw,Thunder Wave,1,1,12
848,Latios,Dragon,Psychic,Levitate,None,110,Bright Powder,Adamant,DEFENSE|HP,Earthquake,Shadow Ball,Dragon Dance,Recover,1,1,11
849,Latios,Dragon,Psychic,Levitate,None,110,Kings Rock,Docile,SP_ATTACK|SPEED|ATTACK,Psychic,Shadow Ball,Earthquake,Aerial Ace,1,1,11
850,Dragonite,Dragon,Flying,Inner Focus,None,80,Bright Powder,Adamant,SP_DEFENSE|DEFENSE|HP,Earthquake,Aerial Ace,Brick Break,Dragon Dance,0,1,18
851,Dragonite,Dragon,Flying,Inner Focus,None,80,Bright Powder,Adamant,SP_DEFENSE|DEFENSE|HP,Earthquake,Double Edge,Aerial Ace,Dragon Dance,0,1,18
852,Dragonite,Dragon,Flying,Inner Focus,None,80,Leftovers,Adamant,SP_DEFENSE|DEFENSE|ATTACK,Hyper Beam,Attract,Double Team,Thunder Wave,0,1,18
853,Dragonite,Dragon,Flying,Inner Focus,None,80,Chesto Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Hyper Beam,Thunder Wave,Dragon Dance,Rest,0,1,18
854,Dragonite,Dragon,Flying,Inner Focus,None,80,Lum Berry,Docile,SP_ATTACK|ATTACK,Outrage,Double Edge,Thunder Wave,Roar,0,1,18
855,Dragonite,Dragon,Flying,Inner Focus,None,80,Shell Bell,Modest,SP_ATTACK|SPEED,Dragon Claw,Thunderbolt,Surf,Flamethrower,0,1,18
856,Dragonite,Dragon,Flying,Inner Focus,None,80,Shell Bell,Modest,SP_ATTACK|SPEED,Dragon Claw,Thunderbolt,Surf,Ice Beam,0,1,18
857,Dragonite,Dragon,Flying,Inner Focus,None,80,Shell Bell,Modest,SP_ATTACK|SPEED,Dragon Claw,Flamethrower,Ice Beam,Brick Break,0,1,18
858,Dragonite,Dragon,Flying,Inner Focus,None,80,Quick Claw,Docile,SP_ATTACK|HP,Thunder,Surf,Rain Dance,Earthquake,0,1,18
859,Dragonite,Dragon,Flying,Inner Focus,None,80,Quick Claw,Docile,SP_ATTACK|HP,Fire Blast,Blizzard,Sunny Day,Earthquake,0,1,18
860,Tyranitar,Rock,Dark,Sand Stream,None,61,Bright Powder,Hardy,SP_ATTACK|ATTACK,Earthquake,Aerial Ace,Thunderbolt,Surf,0,1,20
861,Tyranitar,Rock,Dark,Sand Stream,None,61,Bright Powder,Hardy,SP_ATTACK|ATTACK,Earthquake,Rock Slide,Crunch,Thunderbolt,0,1,20
862,Tyranitar,Rock,Dark,Sand Stream,None,61,Focus Band,Adamant,SP_DEFENSE|DEFENSE|HP,Earthquake,Rock Slide,Counter,Dragon Dance,0,1,20
863,Tyranitar,Rock,Dark,Sand Stream,None,61,Quick Claw,Modest,SP_ATTACK|HP,Crunch,Ice Beam,Thunderbolt,Flamethrower,0,1,20
864,Tyranitar,Rock,Dark,Sand Stream,None,61,Chesto Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Earthquake,Rock Slide,Dragon Dance,Rest,0,1,20
865,Tyranitar,Rock,Dark,Sand Stream,None,61,Chesto Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Earthquake,Rock Slide,Curse,Rest,0,1,20
866,Tyranitar,Rock,Dark,Sand Stream,None,61,Quick Claw,Adamant,ATTACK|HP,Rock Slide,Aerial Ace,Brick Break,Curse,0,1,20
867,Tyranitar,Rock,Dark,Sand Stream,None,61,Lum Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Rock Slide,Thunder Wave,Dragon Dance,Rest,0,1,20
868,Tyranitar,Rock,Dark,Sand Stream,None,61,Quick Claw,Hardy,SP_ATTACK|ATTACK,Crunch,Earthquake,Aerial Ace,Attract,0,1,20
869,Tyranitar,Rock,Dark,Sand Stream,None,61,Lum Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Double Edge,Earthquake,Rock Slide,Dragon Dance,0,1,20
870,Articuno,Ice,Flying,Pressure,None,85,Focus Band,Docile,SP_ATTACK|ATTACK,Blizzard,Double Edge,Agility,Swagger,0,1,8
871,Articuno,Ice,Flying,Pressure,None,85,Chesto Berry,Docile,SP_ATTACK|ATTACK,Ice Beam,Aerial Ace,Reflect,Rest,0,1,8
872,Zapdos,Electric,Flying,Pressure,None,100,Scope Lens,Docile,SP_ATTACK|ATTACK,Thunderbolt,Drill Peck,Double Edge,Thunder Wave,0,1,8
873,Zapdos,Electric,Flying,Pressure,None,100,Lum Berry,Docile,SP_ATTACK|SPEED|ATTACK,Thunder,Drill Peck,Rain Dance,Double Edge,0,1,8
874,Moltres,Fire,Flying,Pressure,None,90,White Herb,Docile,SP_ATTACK|SPEED,Overheat,Sunny Day,Swagger,Facade,0,1,8
875,Moltres,Fire,Flying,Pressure,None,90,White Herb,Docile,SP_ATTACK|ATTACK,Overheat,Double Edge,Aerial Ace,Steel Wing,0,1,8
876,Raikou,Electric,Electric,Pressure,None,115,Bright Powder,Modest,SP_ATTACK|SPEED,Thunderbolt,Double Edge,Roar,Reflect,0,1,7
877,Raikou,Electric,Electric,Pressure,None,115,Chesto Berry,Modest,DEFENSE|HP,Thunderbolt,Calm Mind,Substitute,Rest,0,1,7
878,Entei,Fire,Fire,Pressure,None,100,Salac Berry,Docile,SP_DEFENSE|DEFENSE,Fire Blast,Double Edge,Endure,Reflect,0,1,7
879,Entei,Fire,Fire,Pressure,None,100,Chesto Berry,Modest,SP_DEFENSE|DEFENSE,Flamethrower,Calm Mind,Roar,Rest,0,1,7
880,Suicune,Water,Water,Pressure,None,85,Lum Berry,Modest,SP_ATTACK|HP,Surf,Ice Beam,Calm Mind,Icy Wind,0,1,7
881,Suicune,Water,Water,Pressure,None,85,Chesto Berry,Modest,SP_DEFENSE|DEFENSE|HP,Surf,Ice Beam,Calm Mind,Rest,0,1,7
